,party,quote,said_by
201,D,"Hope is not blind optimism. It's not ignoring the enormity of the task ahead or the roadblocks that stand in our path. It's not sitting on the sidelines or shirking from a fight. Hope is that thing inside us that insists, despite all evidence to the contrary, that something better awaits us if we have the courage to reach for it, and to work for it, and to fight for it. Hope is the belief that destiny will not be written for us, but by us, by the men and women who are not content to settle for the world as it is, who have the courage to remake the world as it should be.",Barack Obama
202,D,"I have always believed that hope is that stubborn thing inside us that insists, despite all the evidence to the contrary, that something better awaits us so long as we have the courage to keep reaching, to keep working, to keep fighting.”",Barack Obama
203,D,"Our stories may be singular, but our destination is shared.",Barack Obama
204,D,The worst thing that colonialism did was to cloud our view of our past.,Barack Obama
205,D,You can put lipstick on a pig. It's still a pig.,Barack Obama
206,D,"More than a building that houses books and data, the library has always been a window to a larger world--a place where we've always come to discover big ideas and profound concepts that help move the American story forward. . . . .Libraries remind us that truth isn't about who yells the loudest, but who has the right information. Because even as we're the most religious of people, America's innovative genius has always been preserved because we also have a deep faith in facts.And so the moment we persuade a child, any child, to cross that threshold into a library, we've changed their lives forever, and for the better. This is an enormous force for good.",Barack Obama
207,D,"While we breathe, we will hope.",Barack Obama
208,D,No one is pro-abortion. ,Barack Obama
209,D,You can’t let your failures define you. You have to let your failures teach you.,Barack Obama
210,D,"Change will not come if we wait for some other person, or if we wait for some other time. We are the ones we've been waiting for. We are the change that we seek.",Barack Obama
211,D,"The best way to not feel hopeless is to get up and do something. Don’t wait for good things to happen to you. If you go out and make some good things happen, you will fill the world with hope, you will fill yourself with hope.",Barack Obama
212,D,A change is brought about because ordinary people do extraordinary things.,Barack Obama
213,D,Yes We Can!,Barack Obama
214,D,We are the change we have been waiting for.,Barack Obama
215,D,"In the unlikely story that is America, there has never been anything false about hope.",Barack Obama
216,D,"In the face of impossible odds, people who love this country can change it.",Barack Obama
